GivenName,MiddleInitial,Surname,City,State
Renée,R,Buning,Villers-Saint-Amand,WHT
Olympia,M,Bonnet,Walshoutem,VBR
Danilio,T,'t Hoen,Verlée,WNA
Gaspar,C,Dagenais,Ronse,VOV
Guerin,M,Brian,Affligem,VBR
Rolanda,M,van Onna,Villers-Perwin,WLX
Ninette,C,Goddu,Harre,WHT
Turner,D,Labelle,Oostmalle,VAN
Amalia,J,van Lin,Grâce-Hollogne,WLG
Roef,S,Zweers,Brakel,VOV
Hylkje,K,Groenland,Soye,WNA
Eppo,Ş,Gardien,Hamois,WNA
Medoro,A,Chatigny,Buzenol,WHT
Darcy,K,Bosman,Branchon,WNA
Thibault,T,Qualm,Opwijk,VBR
Senapus,A,Marcoux,Tertre,WHT
Elsbeth,M,Stil,Kleine-Brogel,VLI
Lavinia,A,Vriezen,Vaalbeek,VBR
Aubrey,G,Tremblay,Boncelles,WLG
Celesta,A,Mangelaars,Sint-Agatha-Berchem,WBR
Aloin,P,Paré,Velzeke-Ruddershove,VOV
Anderson,M,Smeets,Lichtaart,VAN
Roch,P,Vernadeau,Wieze,VOV
Elcke,D,van Splunter,Bertogne,WHT
Clifton,L,Weij,Wervik,VWV
Rémy,C,Huppé,Merksplas,VAN
Sennet,T,Renaud,Wondelgem,VOV
Afrodille,T,Lacasse,Papignies,WHT
Viënne,A,van Meerten,Cortil-Noirmont,WBR
Léon,M,Courtois,Heyd,WHT
Orlene,V,Duval,Mariakerke,VOV
Tanguy,D,Binet,Ninove,VOV
Nicholas,L,Kalshoven,Dochamps,WHT
Silvijn,F,Roeleveld,Vinkt,VOV
Richard,A,DeGrasse,Noville-les-Bois,WNA
Marthe,G,Giroux,Grotenberge,VOV
Rachelle,J,Garreau,Affligem,VBR
Caresse,S,Allard,Hingene,VAN
Milan,J,Neervoort,Hollogne-sur-Geer,WLG
Roland,C,Fugère,Bornival,WBR
Michela,G,van Muijden,Soumagne,WLG
Nail,J,Middelburg,Emelgem,VWV
Roy,I,Vleugel,Zande,VWV
Adem,Y,Joppe,Wortegem-Petegem,VOV
Campbell,H,Marseau,Heure-le-Romain,WLG
Hakim,G,van den Top,Bertogne,WHT
Manville,H,Galarneau,Malvoisin,WNA
Roxy,L,Kersbergen,Markegem,VWV
Niall,T,Spoelder,Huizingen,VBR
Joni,F,Delissen,Isières,WHT
Renée,F,Ouellet,Lembeke,VOV
Russell,V,Beausoleil,Begijnendijk,VBR
Talbot,H,Verreau,Villers-Deux-Eglises,WNA
Riaz,E,Özdemir,Nederokkerzeel,VBR
Adrienne,M,Larocque,Stalhille,VWV
Belle,W,Ouellet,Waarloos,VAN
Babette,D,Racine,Borgerhout,VAN
Vince,J,Hamer,Tildonk,VBR
Suzet,C,van Andel,Villers-aux-Tours,WLG
Vachel,C,Meunier,Upigny,WNA
Romain,S,Jodion,Opgrimbie,VLI
Tjarco,M,Filippo,Wommelgem,VAN
Arnou,G,LaGarde,Buissenal,WHT
Vick,H,Jobin,Neerharen,VLI
Josephe,V,Lanoie,Meeuwen-Gruitrode,VLI
Marmion,N,Lagrange,Büllingen,WLG
Percy,A,LaCaille,Chapelle-à-Wattines,WHT
Harcourt,J,Sabourin,Hastière,WNA
Brigliador,L,Richard,Villerot,WHT
Agnès,E,Landry,Seilles,WNA
Maslin,C,Bonami,Beho,WHT
Shivan,S,Vugts,Somzée,WNA
Estelle,É,Louineaux,Noville,WHT
Len,G,Ravenhorst,La Hestre,WHT
Bertrand,A,Laforest,Antwerpen,VAN
Giuliano,N,Lodders,Ben-Ahin,WLG
Engelbert,D,van de Poll,Fosse,WLG
Georges,V,Rouze,Bomal,WBR
Babak,S,Gardien,Warsage,WLG
Aurélie,P,Moquin,Winksele,VBR
Micah,Z,Rijneveld,Lendelede,VWV
Demi,S,Nadeau,Braine-l'Alleud,WBR
Niel,A,Tieman,Focant,WNA
Mercer,J,Lepage,Roborst,VOV
Donat,P,de Launay,Zwijndrecht,VAN
Cheney,A,Parizeau,Geel,VAN
Georgette,H,Duhamel,Ciergnon,WNA
Gauthier,A,Chauvin,Evelette,WNA
Giel,J,van der Weele,Dormaal,VBR
Rona,A,van Heesch,Hoeilaart,VBR
Franciscus,S,Leene,Alsemberg,VBR
Egemen,S,Mathilda,Zeveren,VOV
Merle,D,Brodeur,Tillier,WNA
Fletcher,R,Courtois,Baisy-thy,WBR
Lute,I,Schellevis,Bellecourt,WHT
Laetitia,M,Moïse,Hergenrath,WLG
Frédérique,A,De La Ronde,Trooz,WLG
Quennel,Z,Dubé,Haine-Saint-Paul,WHT
Hanan,N,Scholman,Houthulst,VWV
Roël,S,de Joode,Grand-Rechain,WLG
Artur,B,van Aanholt,Sirault,WHT
Clovis,E,Hétu,Pailhe,WLG
Rosalina,B,Vastenhout,Dilsen,VLI
Odo,J,Laforest,Fraiture,WLG
Maryse,P,Boutot,Zepperen,VLI
Werner,C,Siebenga,Maarke-Kerkem,VOV
Jules,H,Courtois,Bailièvre,WLX
Zacharie,E,Cadieux,Hermée,WLG
Agramant,A,Brochu,Oomb,VOV
Kyro,L,Mikkers,Court-Saint-Etienne,WBR
Josefina,S,Nederpel,Elverdinge,VWV
Campbell,O,Vernadeau,Crupet,WNA
Noelle,F,Stoffelen,Hellebecq,WHT
Maxime,J,van der Eng,Sint-Denijs-Westrem,VOV
Turgay,J,van der Tuin,Houtain-le-Val,WBR
Jairo,S,de Wildt,Herstal,WLG
Satordi,A,Beaudoin,Grune,WHT
Alicja,N,Baartman,Mechelen-aan-de-Maas,VLI
Micha,T,Geers,Beringen,VLI
Renzo,I,Beverloo,Zoutenaaie,VWV
Clementine,B,Beausoleil,Sint-Amands,VAN
Malagigi,M,Beauchamp,Wulvergem,VWV
Bjorn,A,van der Molen,Morlanwelz,WHT
Avenall,C,Bois,Sivry,WLX
Reinier,J,van der Mooren,Herk-de-Stad,VLI
Jordy,A,Reimert,Remicourt,WLG
Christian,F,Hughes,Comines,WHT
Ray,J,Franchet,Linter,VBR
Charlotte,M,Patry,Mont-Sainte-Aldegonde,WHT
Dimitry,E,van Munster,Jollain-Merlin,WHT
Raymond,M,Labbé,Wéris,WHT
Sammy,B,Platenkamp,Geluwe,VWV
Royden,R,LaCaille,Sosoye,WNA
Florence,W,Lamarre,Heikruis,VBR
Aboubakr,I,van Nispen,Remagne,WHT
Margaux,L,Favreau,Diksmuide,VWV
Chemène,Z,Oegema,Profondeville,WNA
Wilbert,R,Hubbers,Westrem,VOV
Loring,C,Lemaître,Wasseiges,WLG
Martine,N,Turcotte,Anderlues,WLX
Trijnie,C,Dijks,Escanaffles,WHT
Montague,A,Labrosse,Silenrieux,WNA
Agathe,G,Beaudry,Oupeye,WLG
Shai,G,Kluijtmans,Olmen,VAN
Jurrian,C,Lukassen,Mont-de-l'Enclus,WHT
Élisabeth,M,Mercier,Tubize,WBR
Herman,M,Leijdekkers,Herk-de-Stad,VLI
Bahri,J,Hamming,Filot,WLG
Benoît,F,Phaneuf,Neufchâteau,WLG
Lucille,F,Auberjonois,Hasselt,VLI
Aly,O,Couperus,Petite-Chapelle,WNA
Volkert,K,Karabulut,Fexhe-Slins,WLG
Geessien,B,Vooijs,Beveren-aan-den-IJzer,VWV
Jessamy,Y,IJff,Familleureux,WHT
Creissant,A,Vaillancourt,Ooike,VOV
Romain,M,Bois,Scy,WNA
Harbin,S,Sauriol,Espierres,VWV
Arnaud,L,Parrot,Dottenijs,WHT
Mark,S,Rosendaal,Le Roeulx,WHT
Beaufort,P,Lampron,Willerzie,WNA
Kishan,M,Schoots,Nives,WHT
Patience,F,Desnoyers,Antwerpen,VAN
Abdou,J,Overkamp,Lovendegem,VOV
Berkan,B,Oosterhof,Spiennes,WHT
Roland,D,Hervé,Maransart,WBR
Samed,D,Lodder,Waarbeke,VOV
Albartus,H,van Urk,Ghoy,WHT
Talbot,M,Artois,Mirwart,WHT
Adrienne,C,Jalbert,Grammene,VOV
Lowell,C,Garceau,Mullem,VOV
Evrard,A,Beaulieu,De Klinge,VOV
Namo,A,Binet,Londerzeel,VBR
Abdulahi,A,Flach,Lambusart,WLX
Syed,D,Wieggers,Oetingen,VBR
Sébastien,C,Moreau,Borsbeek,VAN
Vachel,D,LaGarde,Stene,VWV
Hicham,R,Homburg,Mannekensvere,VWV
Olivie,B,Chalut,Sélange,WHT
Searlait,K,Lauzier,Watervliet,VOV
Tammo,G,Hoppenbrouwers,Forest,WHT
Hanan,P,van Vliet,Leuze-en-Hainaut,WHT
Sheranie,T,Westerveld,Brucargo,VBR
Adélaïde,O,Veronneau,Zarlardinge,VOV
Jacqueline,S,Gaillard,Uikhoven,VLI
Kenan,H,Schellekens,Moxhe,WLG
Jitse,R,van Loo,Sint-Rijkers,VWV
Paien,N,Josseaume,Fize-Fontaine,WLG
Constance,A,Rivard,Lommersweiler,WLG
Burrell,G,Batard,Oppuurs,VAN
Toni,N,van Brummen,Mont-Sainte-Geneviève,WLX
Jarnick,K,Vlaming,Kerniel,VLI
Jonno,R,Hollestelle,Bikschote,VWV
Marine,P,Barrette,Robertville,WLG
Ninette,B,Huppé,Quiévrain,WHT
Mathieu,M,Pijnappels,Grune,WHT
André,D,Beausoleil,Annevoie-Rouillon,WNA
Lauran,L,Hoogsteen,Micheroux,WLG
Louwe,R,Poppen,Olen,VAN
Florus,S,Pelchat,Arville,WHT
Nouh,S,Kikkert,Loyers,WNA
Caspar,G,Stempher,Schorisse,VOV
Gilbert,O,Avare,Hertsberge,VWV
Patrick,L,Austin,Assent,VBR
Donny,M,Slabbers,Erwetegem,VOV
Chandler,D,Dennis,Warneton,WHT
Gaetane,T,Marcheterre,Nessonvaux,WLG
Fauna,I,Salmons,Heusden,VLI
Albert,N,Smans,Villers-en-Fagne,WNA
Paddy,V,Reijns,Poppel,VAN
Hilko,R,Louwerens,Lendelede,VWV
Sakine,Y,van Bruchem,Roborst,VOV
Arienne,I,Côté,Sirault,WHT
Loulou,S,van Roij,Daussoulx,WNA
Fynn,C,Bakelaar,Péronnes-lez-Antoing,WHT
Akaash,N,Lemmens,Flawinne,WNA
Shady,R,Wallet,Stokrooie,VLI
Madeleine,P,Poirier,Parike,VOV
Logistilla,M,Pelland,Asquillies,WHT
Anne,B,Rouze,Vodecée,WNA
Caroline,F,Longpré,Grandmetz,WHT
Hardouin,S,Aubé,Roselies,WLX
Ignatius,A,Haneveld,Saint-Amand,WLX
Shelina,D,Ruijters,Falaën,WNA
Nard,W,Mollink,Grammene,VOV
Aymon,O,Vadnais,Terhagen,VAN
Aymon,X,Rivière,Ingelmunster,VWV
Aleron,A,Bernier,Baugnies,WHT
Jacques,C,Ruel,La Roche-en-Ardenne,WHT
Perrin,O,Marquis,Bas-Oha,WLG
Mayhew,D,Chaloux,Petegem-aan-de-Leie,VOV
Aldo,S,Harbers,Clermont,WNA
Lienke,R,Heeremans,Thisnes,WLG
Sten,M,Klerks,Braives,WLG
Agathe,T,Boisclair,Bohan,WNA
Joseph,R,Daviau,Sint-Joris-Winge,VBR
Peppin,C,Primeau,Lippelo,VAN
Annabel,G,Grooters,Xhoris,WLG
Hamide,M,Ilbrink,Stokrooie,VLI
Satordi,H,Renaud,Glain,WLG
Georgette,A,Asselin,Lo-Reninge,VWV
Nouel,C,Despins,Wardin,WHT
Eleanor,R,Lamothe,Mignault,WHT
Luka,P,Reek,Asse,VBR
Heloise,P,St-Jacques,Court-Saint-Etienne,WBR
Naftali,D,Brunt,Redu,WHT
Francis,O,Bourgouin,Langemark-Poelkapelle,VWV
Leverett,F,Pouchard,Gaasbeek,VBR
Alain,G,Jomphe,Denderhoutem,VOV
Dixie,C,Hétu,Erbaut,WHT
Orry,C,Filippo,Neerwinden,VBR
Sidney,E,Roy,Bredene,VWV
Dingeman,L,Renfurm,Charneux,WLG
Thierry,L,Grivois,Opheylissem,WBR
Paulette,E,Meunier,Landskouter,VOV
Bruce,M,Lapierre,Rèves,WLX
Tristan,I,Favreau,Lotenhulle,VOV
Zoubeir,D,van der Kolk,Brugge,VWV
Huon,O,Marchesseault,Serville,WNA
Sima,B,Groenveld,Tintange,WHT
Karlo,R,Blaauwbroek,Meux,WNA
Antoine,F,Imming,Oud-Turnhout,VAN
Marcelina,G,Splinter,Wanze,WLG
Faber,K,Verhulst,Bourlers,WLX
Alexandrie,A,Pouliotte,Wonck,WLG
Hamilton,B,Compagnon,Mouscron,WHT
Christabel,A,Tessier,Noville,WHT
Robert,A,Bonenfant,Eigenbilzen,VLI
Wissal,A,Mommers,Borlez,WLG
Jolene,K,Acar,Orp-Jauche,WBR
Mason,T,Lavoie,Lennik,VBR
Lothair,I,Garceau,Houthalen-Helchteren,VLI
Bayard,O,Poulin,Eggewaartskapelle,VWV
Solana,P,Corten,Zerkegem,VWV
Deen,A,Olthof,Sinaai-Waas,VOV
D'Arcy,V,Desilets,Jupille-sur-Meuse,WLG
Merit,J,Hofstee,Warchin,WHT
Frédéric,R,Caouette,Labuissière,WLX
Eugène,E,Laberge,Warnant-Dreye,WLG
Felicien,M,Babin,Beverlo,VLI
Élodie,I,Boivin,Tielt,VBR
Lyon,J,Wijkstra,Martelange,WHT
Jip,R,Hekman,Huizingen,VBR
Pensee,D,Chaussée,Soignies,WHT
Fayme,I,Duclos,Denderwindeke,VOV
Adrien,C,Ménard,Fize-Fontaine,WLG
Nikita,J,Kieboom,Kaster,VWV
Saber,P,Brisebois,Attenrode,VBR
Paula,G,de Ruyter,Aalst,VLI
Wensley,Q,Veerbeek,Opdorp,VOV
Gradasso,A,Deblois,Geest-Gérompont-Pt-Rosière,WBR
Éric,D,Simard,Blanden,VBR
Donat,B,Souplet,Argenteau,WLG
Valiant,M,Marcil,Lamine,WLG
Verrill,F,Abril,Chassepierre,WHT
Ariënne,L,van der Gouw,Steenhuffel,VBR
Mercer,A,Chaussée,Everbeek,VOV
Annot,A,Paimboeuf,Adinkerke,VWV
Raisha,J,van de Westelaken,Lillois-Witterzée,WBR
Russell,P,Dupont,Itegem,VAN
Julie,A,Primeau,Bailièvre,WLX
Turner,L,de Chateaub,Le Mesnil,WNA
Marceline,S,Gringhuis,Eggewaartskapelle,VWV
Marc,M,Bélanger,Papignies,WHT
Brayen,A,Westers,Tamines,WNA
Ila,G,Saindon,Erbaut,WHT
Sieger,C,Kooiker,Leugnies,WLX
Lammert,R,van Mol,Ivoz-Ramet,WLG
Fleur,A,Du Trieux,Nokere,VOV
Marsilius,J,Bédard,Heure,WNA
Theodoor,E,Bottenberg,Namur,WNA
Kiki,S,Simons,Opgrimbie,VLI
Tufan,Y,Bond,Gingelom,VLI
Krzysztof,J,Ramdin,Wéris,WHT
Rinaldo,J,Kalis,Léglise,WHT
Jits,F,Huitink,Grapfontaine,WHT
Aniek,M,Slob,Moelingen,VLI
Toussaint,N,Bertrand,Hever,VBR
Boye,D,Rojer,Thisnes,WLG
Louelle,C,van Hasselt,Braffe,WHT
Fabienne,L,Bouchard,Kasterlee,VAN
Ranger,G,Ratté,Halanzy,WHT
Hakim,J,Spronck,Oudenburg,VWV
Roxanne,A,Piedalue,Thulin,WHT
Fletcher,F,Boutot,Perwez,WBR
Théodore,M,Guimond,Veurne,VWV
Armen,S,Verbakel,Momalle,WLG
Zdenek,G,Bondy,Wanzele,VOV
Merle,D,Riel,Zichen-Zussen-Bolder,VLI
Senapus,M,Bonneville,Baardegem,VOV
Ingmar,B,Franken,Forchies-la-Marche,WLX
Mingus,S,Jasper,Wervik,VWV
Quin,C,Zanen,Rahier,WLG
Kerman,M,Grandbois,Rotheux-Rimière,WLG
Namo,H,Arcouet,Sint-Amandsberg,VOV
Gaspar,A,Huppé,Bogaarden,VBR
Victoire,C,Trépanier,Couillet,WLX
Marmion,G,Michel,Wakken,VWV
France,M,Villeneuve,Hillegem,VOV
Conrad,I,Barendrecht,Soheit-Tinlot,WLG
Yin,A,Bolten,Froyennes,WHT
Mike,S,Reedijk,Bossuit,VWV
Azzeddine,C,Michielse,Rebaix,WHT
Renée,F,Fecteau,Hastière,WNA
Mustafa,A,Heijink,Glain,WLG
Sijtse,M,Buurman,Sint-Jacobs-Kapelle,VWV
Clim,S,Kuppens,Fumal,WLG
Hajer,R,Das,Sorinne-la-Longue,WNA
Jurgen,M,Norbart,Anloy,WHT
Javier,J,Versleijen,Tournay,WHT
Jemaine,E,Lobbezoo,Bois-et-Borsu,WLG
Shaquille,S,Olijve,Cognelée,WNA
Loet,D,van Berkom,Messelbroek,VBR
Angelique,L,Wijntjes,Ruisbroek,VBR
Harbin,H,Grivois,Waimes,WLG
Maximiliaan,Z,Li,Neeroeteren,VLI
Quinton,M,van Huisstede,Renlies,WLX
Timothée,N,Grandbois,Grand-Leez,WNA
Comforte,T,Henrichon,Klein-Gelmen,VLI
Scoville,P,de Chateaub,Rollegem,VWV
Calandre,A,Franchet,Ternat,VBR
Pieter-Bas,I,Jessurun,Wattripont,WHT
Derk-Jan,C,Bennink,Zarlardinge,VOV
Yosri,L,van Batenburg,Liezele,VAN
Lyle,M,Allaire,Strée,WLX
Chiméne,M,Zondervan,Piringen,VLI
Sky,T,Kamphorst,Villers-Deux-Eglises,WNA
Caleb,Y,Trompert,Grosage,WHT
Parfait,E,Routhier,Ranst,VAN
Jits,S,Petter,Morkhoven,VAN
Denis,G,Deschamps,Herenthout,VAN
Bariş,D,Hartgers,Beho,WHT
Mehdi,L,Jongkind,Jesseren,VLI
Karel,A,Bilodeau,Hombeek,VAN
Bowen,M,Ket,Espierres,VWV
Yordi,J,Schoo,Grazen,VBR
Egidius,R,Heijstek,Mannekensvere,VWV
Dinja,J,Jairam,Septon,WHT
Reinard,A,Hoen,Sinsin,WNA
Luisa,B,Muntslag,Saint-Servais,WNA
Dominic,D,Pellerin,Wieze,VOV
Ethem,L,Sikkens,Neerijse,VBR
Lowell,M,Dagenais,Balâtre,WNA
Alistair,A,Schotsman,Haut-Fays,WHT
Senior,M,Gendron,Noorderwijk,VAN
Bink,R,van den Berkmortel,Sint-Martens-Lennik,VBR
Ikrame,N,Boermans,Beauraing,WNA
Alparslan,R,Nies,Mont-Sainte-Aldegonde,WHT
Luke,D,Buis,Grand-Hallet,WLG
Felicien,L,Fontaine,Wavre,WBR
Bevis,É,Chicoine,Opgrimbie,VLI
Dino,E,Kling,Bouvignes-sur-Meuse,WNA
Syb,W,Broersen,Vezon,WHT
Anjo,L,Vriesema,Jumet,WLX
Jihad,M,Nabben,Villance,WHT
Marèll,J,Schuijt,As,VLI
Walther,G,Selten,Anderlues,WLX
Lauren,S,van der Kwast,Okegem,VOV
Gijsbert,J,de Veth,Overpelt,VLI
Noëmie,J,Le,Deerlijk,VWV
Fatna,C,Wilke,Sugny,WNA
Philip,D,Dumont,Grand-Hallet,WLG
Gerjan,P,Abdullah,Kozen,VLI
Kwabena,V,van der Harst,Hermeton-sur-Meuse,WNA
Henriette,P,Auclair,Heinsch,WHT
Peppin,E,Rochon,Vesqueville,WHT
Siska,P,Koel,Gosselies,WLX
Okke,S,Knook,Epinois,WHT
Amabella,T,Huppé,Heusden-Zolder,VLI
Viktor,T,Boertje,Alsemberg,VBR
Victor,M,Côté,Bunsbeek,VBR
Laurent,E,Jongedijk,Sint-Lambrechts-Herk,VLI
Sennet,F,Déziel,Florée,WNA
Varden,C,Dodier,Sugny,WNA
Gradasso,F,Bérubé,Leers-et-Fosteau,WLX
Fletcher,B,Casgrain,Dave,WNA
Leslie,B,Daamen,Heure-le-Romain,WLG
Yonis,R,Rijks,Brunehaut,WHT
Ila,F,Quinn,Petigny,WNA
Soren,M,Monrency,Peutie,VBR
Fiacre,C,Durand,Bleid,WHT
Jeen,L,Roodbol,Bouvignes-sur-Meuse,WNA
Chandler,J,Lampron,Wadelincourt,WHT
Tjeerd,H,Welp,Limerlé,WHT
Abdelhalim,S,Bout,La Reid,WLG
Christophe,O,Auberjonois,Strépy-Bracquegnies,WHT
Satordi,M,Lambert,Aubange,WHT
Rule,A,Lessard,Fauroeulx,WHT
Sumner,J,Aubin,Waillet,WNA
Fifine,D,LaGarde,Arquennes,WHT
Marijana,L,Yüksel,Tongeren,VLI
Egemen,W,Last,Nieuwrode,VBR
Jacqueline,F,Lang,Brielen,VWV
Agrican,H,Goddu,Diest,VBR
Jessy,J,Holl,Rienne,WNA
Sjirk,A,Brons,Namur,WNA
Dunya,R,Nobbe,Kerniel,VLI
Dicle,N,Osinga,Awenne,WHT
Dorene,N,Boileau,Leeuwergem,VOV
Louis,Y,Meilleur,Geel,VAN
Archaimbau,V,Adler,Charleroi,WLX
Christien,V,Daoust,Olen,VAN
Rui,S,Piest,Vertrijk,VBR
Federico,C,Piqué,Pessoux,WNA
Berthe,N,Onderwater,Marcq,WHT
Intissar,C,den Bakker,Bonnert,WHT
Jaron,J,Steinbach,Hoepertingen,VLI
Laetitia,S,Varieur,Pellenberg,VBR
Eugenia,A,Bérard,Meix-devant-Virton,WHT
Chaim,D,van der Ham,Libramont-Chevigny,WHT
Angelo,J,Hijlkema,Heers,VLI
Pascal,L,LaCaille,Goesnes,WNA
Haroun,I,Pronk,Onze-Lieve-Vrouw-Lombeek,VBR
Ernest,E,Carrière,Lotenhulle,VOV
Merlin,E,Charrette,Cras-Avernas,WLG
Giorgio,R,Koolen,Cheratte,WLG
Xin,D,Bosschaart,Lontzen,WLG
Villette,A,Marseau,Woumen,VWV
Sidi,D,Wolting,Bierwart,WNA
Rinze,M,Hoffmans,Burdinne,WLG
Maurits,R,Maat,Bonneville,WNA
Christophe,M,Lampron,Liège,WLG
Nadeche,M,Smallegange,Branchon,WNA
Precious,J,van de Kleut,Les Bulles,WHT
Patrice,C,Beaulieu,Romedenne,WNA
Ilhan,J,Sengers,Bienne-lez-Happart,WLX
Catherine,S,Desnoyer,Sint-Katherina-lombeek,VBR
Vail,A,Voisine,Vyle-et-Tharoul,WLG
Rudi,J,Kolman,Dilbeek,VBR
Josette,S,Marois,Kolmont,VLI
Etoile,G,Asselin,Erembodegem,VOV
Floor,A,van Heteren,Rahier,WLG
Ambra,G,Perrault,Borgerhout,VAN
Dawid,C,Tak,Vyle-et-Tharoul,WLG
Micheline,R,Köhler,Stave,WNA
Hassan,V,Groenenberg,Anseremme,WNA
Chevy,Ü,Maria,Basse-Bodeux,WLG
Durmus,V,Leus,Peer,VLI
Hannes,L,Donker,Brussegem,VBR
Fouad,N,ten Brink,Thumaide,WHT
Michel,P,Vertefeuille,Pailhe,WLG
Fardin,N,Martha,Saint-Georges-sur-Meuse,WLG
Querine,K,Greve,Heers,VLI
Massimo,M,van der Kruit,Embourg,WLG
Amaury,L,Racine,Le Roeulx,WHT
Yvon,E,Patry,Landenne,WNA
Albertine,L,Gareau,Marbaix,WLX
Ulaş,D,van Zijtveld,Wasseiges,WLG
Michèle,D,Plaisance,Darion,WLG
Mariano,E,Schoute,Sint-Lambrechts-Herk,VLI
Olivier,O,Couturier,Waremme,WLG
Spike,A,de Boo,Brussel,WBR
Nicolette,P,Devoe,Betekom,VBR
Joshua,A,Fieten,Louveigné,WLG
Jacques,H,Lachapelle,Bachte-Maria-Leerne,VOV
Leal,P,Gendron,La Louvière,WHT
Faissal,L,Westphal,Fexhe-Slins,WLG
Latimer,A,Marleau,Toernich,WHT
Vail,A,Bergeron,Damme,VWV
Tian,M,Clements,Mouland,VLI
Christophe,V,Mathieu,Folx-les-Caves,WBR
Eray,R,Hogervorst,Hoogstraten,VAN
Mads,A,van den Adel,Baillonville,WNA
Simon,K,Emmelkamp,Kruishoutem,VOV
Merlin,T,Compagnon,Lichtaart,VAN
Nouel,Y,Lagacé,Mesnil-Eglise,WNA
Sonali,G,Stegehuis,Knokke,VWV
Cornelia,E,Kaspers,Champlon,WHT
Saber,M,Beauchamp,Mouland,VLI
Josie,D,Drummen,Nethen,WBR
Olger,A,Meessen,Loupoigne,WBR
David,J,Moreau,Baisy-thy,WBR
Sjirk,N,Bart,Braine-le-Château,WBR
Manon,T,Racicot,Bande,WHT
Coralie,L,Sauvé,Werchter,VBR
Narek,D,van den Dam,Sainte-Marie-sur-Semois,WHT
Fortun,S,Trépanier,Sint-Kwintens-Lennik,VBR
Florus,É,Lefèbvre,Ruisbroek,VBR
Gaetane,F,Rivière,Aineffe,WLG
Noer,G,Sol,Binkom,VBR
Sergi,L,Kempe,Genappe,WBR
Nouel,V,Rochon,Bottelare,VOV
Eliot,C,David,Voroux-lez-Liers,WLG
Raoul,C,Frappier,Buvrinnes,WHT
Astrando,S,Padmos,Haasrode,VBR
Donatien,T,Desaulniers,Mouland,VLI
Narek,A,Schoenaker,Saint-Séverin,WLG
Renz,M,Algera,Malonne,WNA
Jorrit,I,Knaapen,Soheit-Tinlot,WLG
Koray,E,Verlaan,Wijer,VLI
Pleun,S,de Vree,Zerkegem,VWV
Roxanne,P,Bussière,Grandrieu,WLX
Brice,M,Rochefort,Remicourt,WLG
Maurice,A,Latourelle,Brussel,WBR
Ikra,L,van Wordragen,Warzée,WLG
Melville,D,Batard,Baillonville,WNA
Arlette,G,Pinneau,Frasnes,WNA
Legget,F,Paradis,Ottignies,WBR
Thierry,T,Léveillé,Wadelincourt,WHT
Helene,T,Huls,Nevele,VOV
Édith,Q,Bossé,Ethe,WHT
Martino,J,Samuels,Laarne,VOV
Runa,N,Bouma,Donk,VLI
Charles,F,Corbin,Baardegem,VOV
Manoah,S,Schilt,Morville,WNA
Aaldrik,E,Botter,Mignault,WHT
Luc,P,Savard,Lendelede,VWV
Reineke,J,Molenkamp,Bachte-Maria-Leerne,VOV
Lyn,J,van Raak,Oeselgem,VWV
Abdeljalil,M,van den Kieboom,Ombret,WLG
Julien,C,Charpie,Flostoy,WNA
Sien,F,Hoogvliet,Strijtem,VBR
Nik,L,Emmens,Viroinval,WNA
Fletcher,P,Sauriol,Aineffe,WLG
Dexter,D,Brochu,Buvrinnes,WHT
Blondelle,B,Lachance,Aalst,VLI
Quincy,D,Lachance,Groot-Gelmen,VLI
Sofieke,M,Heins,Haut-le-Wastia,WNA
Taran,C,Heidema,Ayeneux,WLG
Gijsbrecht,J,Overmeer,Cherain,WHT
Thamara,C,Velzeboer,Ernage,WNA
Chandler,A,Moïse,Elingen,VBR
Olivier,J,Faure,Antwerpen,VAN
Shanti,S,Alexander,Bazel,VOV
Gerdine,A,Huigen,Boutersem,VBR
Si,S,Gündüz,Brussel,WBR
Odo,M,Bisson,Holsbeek,VBR
Jonne,L,Mosselman,Ranst,VAN
Gilles,M,Verschuuren,Vivegnis,WLG
Merlin,A,Vincent,Han-sur-Lesse,WNA
Natalie,T,Angélil,Gerdingen,VLI
Malaika,D,Theuns,Bredene,VWV
Beer,M,Kasius,Maaseik,VLI
Sydney,S,Biemans,Maarkedal,VOV
Théophile,S,Lespérance,Grez-Doiceau,WBR
Saber,M,Viens,Champlon,WHT
Davet,A,Frappier,Herent,VBR
Loyal,C,Renaud,Orsmaal-Gussenhoven,VBR
Wenda,D,Maes,Rummen,VBR
Sija,F,van Rietschoten,Opont,WHT
Tryntsje,A,Delissen,Boussu-en-Fagne,WNA
Gradasso,C,Parrot,Lambermont,WLG
Christien,C,Ricard,Jeneffe,WNA
Charisa,M,Ahlers,Pessoux,WNA
Timen,G,de Wijs,Erondegem,VOV
Legget,M,Garreau,Menen,VWV
William,J,Savard,Izel,WHT
Octave,V,Saindon,Ougrée,WLG
Nicolaas,H,Konst,Waha,WHT
Durandana,A,Norbert,Bellefontaine,WHT
Philippine,G,Gervais,Blaimont,WNA
Gérard,J,Vernadeau,Hamme-Mille,WBR
Boye,J,Schepers,Brussel,WBR
Sercan,I,van Holstein,Eernegem,VWV
Illias,F,Boesten,Hastière,WNA
André,A,Gosselin,Assebroek,VWV
Pascal,P,Douffet,Hollange,WHT
Bellamy,Y,Courcelle,Wachtebeke,VOV
Aubine,M,Fecteau,Nieuwkerke,VWV
